,linkedin url,company_name,industry,website,tagline,about,year founded,locality,country,current employee estimate,keywords
1146,linkedin.com/company/hcr-manorcare,HCR ManorCare,Hospitals and Health Care,https://promedicaseniorcare.org/,,"ProMedica Senior Care, formerly HCR ManorCare, is a mission-based, not-for-profit integrated healthcare organization, caring for people nationwide. We are a leading provider of short-term, post-hospital services and long-term care with a network of  hospitals, physicians, a health plan, skilled nursing and rehabilitation centers, Arden Courts memory care communities, home health and hospice agencies. Driven by its mission to improve health and well-being, ProMedica has been nationally recognized for its advocacy programs and efforts to address social determinants of health.",,"toledo, ohio, united states",united states,5970,"promedica,manorcare,hospice,hospital,hcr"
1147,linkedin.com/company/ef-education-first,EF Education First,Education Administration Programs,http://www.ef.com,,"A career at EF is something different. You’ll think boldly, own your job, and create a career you are proud of—and have fun doing it.  

When you join EF, you will join a global community of creative minds, innovators, and change-makers. Since 1965, we've created programs that help people see new places, experience new cultures, and learn about the world and themselves. People are at the heart of everything we do, and it all begins with the talented and collaborative EFers who bring our mission-opening the world through education- to life across 55 countries and counting.",1965.0,"lucerne, lucerne, switzerland",switzerland,5964,"ef,career,education,learn,innovators"
1148,linkedin.com/company/transocean,Transocean,Oil and Gas,http://www.deepwater.com,,"Transocean is a leading international provider of offshore contract drilling services for oil and gas wells. The company specializes in technically demanding sectors of the global offshore drilling business with a particular focus on deepwater and harsh environment drilling services, and believes that it operates one of the most versatile offshore drilling fleets in the world.

Transocean owns or has partial ownership interests in, and operates a fleet of 37 mobile offshore drilling units including 27 ultra-deepwater floaters, and 10 harsh environment floaters. In addition, Transocean is constructing two ultra-deepwater drillships.",,"bergen, new jersey, united states",switzerland,5955,"transocean,offshore,deepwater,drilling,fleets"
1149,linkedin.com/company/sheraton,Sheraton Hotels & Resorts,Hospitality,http://www.sheraton.com,Where the world comes together.,"A leader in transforming travel since 1937, we continue to innovate, meeting the way you see the world and welcoming locals and travelers alike to find a point of connection. Find us at the heart of hundreds of communities in more than 70 countries worldwide.",1937.0,"stamford, connecticut, united states",united states,5955,"travel,travelers,innovate,transforming,leader"
1150,linkedin.com/company/allianz-insurance-plc,Allianz Insurance,Insurance,http://www.allianz.co.uk,,"Allianz UK is part of the Allianz Group, one of the world’s leading financial services providers with more than 88 million customers in over 70 different countries. 

In the UK, we offer a range of commercial and personal lines insurance products. We provide insurance for businesses, from sole traders to large commercial organisations, which are sold through independent brokers. We sell personal home, car and travel insurance through our LV= brand and we insure over one million pets through Petplan. We also provide musical insurance and legal expenses insurance. 

Working for us
We care for our employees, their ambitious, dreams and challenges. 

We care about everything that makes you, you. We embrace inclusion and diversity, so you can bring your whole self to work. 

You can work flexibly, with colleagues from across the globe, so we can build a business we all care about – a vision we can all get behind. 

We care for your opportunities to grow. From individual development to career mobility, to lifelong learning offers for all our employees worldwide. 

We care for life’s twists and turns. From our support for flexible working, health and wellbeing, to helping parents return from career breaks with experience that no-one can teach. 

We care for our society and planet. Offering opportunities to get engaged in shaping a future that is safe, inclusive and sustainable. 

Together we can build an environment where everyone feels empowered and has the confidence to explore, to grow and to shape a better future for our customers and the world around us.

Join us. Let's care for tomorrow.


Official Linkedin page of Allianz UK. Information on our agreement with Linkedin regarding the processing of personal data is here: https://www.linkedin.com/legal/privacy-policy",1905.0,"guildford, surrey, united kingdom",united kingdom,5947,"allianz,insurance,business,financial,opportunities"
1151,linkedin.com/company/vinh-phuc-pharmaceutical-joint---stock-company,VINH PHUC PHARMACEUTICAL JOINT - STOCK COMPANY,Pharmaceutical Manufacturing,http://vinphaco.com.vn,,"With motto ""for public health"", the medical ethics of the physician in who produce as well as in business to defend the interest people the client Everlasting Lucky materia medica joint stock company (have VINPHACO business name) always exaltted is motto what VINPHACO always tend.
There currently is Vinphaco leading enterprises in the North of injection drug production, the enterprise certification is recognized factory drug injection tube type water standard GMP - ASEAN first in the North. The production of drug injection form of pipe VINPHACO market leader in the North, second in the country. 
For the high quality products and reputation, VINPHACO have with professors, Ph.D. leading university research, production of many specialty drugs injected between each step to divide the market with imported drugs, such as: Vinpocetin, Vinphacetam, Citicolin, Vintoxin, Vinopa ... These drugs are available and the equivalent of medicines imported from Europe but the price more suitable, the hospital, doctors and consumers trust.

For the high quality products and reputation, VINPHACO have combined with professors, Ph.D. leading university research, production of many specialty drugs injected to each step divide the market with imported drugs, such as: Vinpocetin, Vinphacetam, Citicolin, Vintoxin, Vinopa ... These drugs are available and the equivalent of medicines imported from Europe but the price more suitable, the hospital, doctors and consumers trust.",1959.0,,,5938,"vinphaco,vinphacetam,vinpocetin,vinopa,vintoxin"
1152,linkedin.com/company/the-linde-group,The Linde Group,Staffing and Recruiting,http://www.thelindegroup.com,Staffing and recruiting full time permanent office staff.,Permanent full time office services staffing,1879.0,"munich, bavaria, germany",germany,5937,"staffing,office,permanent,services,time"
1153,linkedin.com/company/pontificia-universidad-cat-lica-de-chile,Pontificia Universidad Católica de Chile,Higher Education,http://www.uc.cl/,¡Hola! Somos el canal oficial de la Pontificia Universidad Católica. Si quieres saber más de la UC entra a: www.uc.cl,"Founded in 1888, Pontificia Universidad Católica de Chile is currently one of the leading higher education institutions in Latin America.

Approximately 22,000 students are enrolled in graduate and undergraduate programs, which encompass a wide range of disciplines and professional schools. Its faculty includes approximately 2,000 professors, several of whom have received prestigious international awards for their contributions.

Pontificia Universidad Católica de Chile strives to provide its students with an educational experience that motivates both personal growth and the development of an inquisitive and critical mind. One of our objectives is to educate persons who are committed to the construction of a more just and prosperous society.
Our University is an important national center for research in social sciences, natural sciences, health, economics, agriculture, philosophy, theology, arts and literature.

Located in a young and geographically distant country, we believe that maintaining an active exchange program with foreign universities is crucial for academic development. This interest has lead to the establishment of academic exchange agreements with more than three hundred universities in forty-six countries. Each year a growing number of students and professors, largely from the United States, Europe, and Asia study at our university.

We believe that the progress of Chile relies on the contribution that its universities can make through education, the generation of new knowledge, public policy proposals and the promotion of technology transfer. Our University has taken on this challenge as part of its mission. We invite you to be part of this effort.",1888.0,"santiago, santiago metropolitan, chile",chile,5937,"universidad,universities,chile,university,academic"
1154,linkedin.com/company/broward-county-schools,Broward County Public Schools,Education Administration Programs,http://www.browardschools.com,"Broward County Public Schools is hiring for all positions, apply now!","Broward County Public Schools (BCPS) is the sixth largest public school system in the United States, the second largest in the state of Florida and the largest fully accredited K-12 and adult school district in the nation. BCPS has over 260,000 students and approximately 175,000 adult students in 229 schools and education centers and 95 charter schools. BCPS is #108 on the 2015 America's Best Employers list by Forbes!  For more information about BCPS, follow BCPS on Twitter (@Browardschools) or find us on Facebook at (www.facebook.com/browardschools).",,"fort lauderdale, florida, united states",united states,5935,"browardschools,broward,bcps,schools,florida"
1155,linkedin.com/company/lyondell-basell,LyondellBasell,Chemical Manufacturing,http://www.lyondellbasell.com,,"We are LyondellBasell (NYSE: LYB) – a leader in the global chemical industry creating solutions for everyday sustainable living. Through advanced technology and focused investments, we are enabling a circular and low carbon economy. Across all we do, we aim to unlock value for our customers, investors and society. As one of the world's largest producers of polymers and a leader in polyolefin technologies, we develop, manufacture and market high-quality and innovative products for applications ranging from sustainable transportation and food safety to clean water and quality healthcare. For more information, please visit www.lyondellbasell.com.",,"rotterdam, zuid-holland, netherlands",netherlands,5930,"polymers,lyondellbasell,polyolefin,manufacture,products"
1156,linkedin.com/company/cracker-barrel,Cracker Barrel,Restaurants,http://www.careers.crackerbarrel.com,"A great place to eat, shop, and work!  #ThisIsCrackerBarrel  #EatShopWork",Cracker Barrel is a vibrant business grounded in a clear mission - Pleasing People. Our restaurant is a home-away-from-home where everyone is welcome.,1969.0,"lebanon, tennessee, united states",united states,5929,"cracker,barrel,restaurant,business,mission"
1157,linkedin.com/company/siemens-plm-software,Siemens PLM Software,Software Development,https://www.sw.siemens.com/,,"Siemens Digital Industries Software is driving transformation to enable a digital enterprise where engineering, manufacturing and electronics design meet tomorrow. Our solutions help companies of all sizes create and leverage digital twins that provide organizations with new insights, opportunities and levels of automation to drive innovation. Siemens Digital Industries Software – Where today meets tomorrow.",,"plano, texas, united states",united states,5925,"siemens,digital,software,automation,innovation"
1158,linkedin.com/company/millicom-international-cellular-tigo,Millicom (Tigo),Telecommunications,http://www.millicom.com,"We build the digital highways that connect people, improve lives and develop the communities we proudly serve.","Millicom (NASDAQ U.S.: TIGO, Nasdaq Stockholm: TIGO_SDB) is a leading provider of fixed and mobile telecommunications services in Latin America. Through our TIGO® and Tigo Business® brands, we provide a wide range of digital services and products, including TIGO Money for mobile financial services, TIGO Sports for local entertainment, TIGO ONEtv for pay TV, high-speed data, voice, and business-to-business solutions such as cloud and security. 

As of September 30, 2023, Millicom employed approximately 19,000 people and provided mobile and fiber-cable services through its digital highways to more than 45 million customers, with a fiber-cable footprint over 13 million homes passed. Founded in 1990, Millicom International Cellular S.A. is headquartered in Luxembourg.


Join us:
www.millicom.com
Twitter: @Millicom.
Instagram: @millicom.
Facebook: @millicom.
YouTube: Millicom International.

2, rue du Fort Bourbon
Luxembourg, L-1249
Luxembourg +352-27-759-021",1990.0,"london, london, united kingdom",united kingdom,5923,"millicom,tigo,provider,telecommunications,tigo_sdb"
1159,linkedin.com/company/oioficial,Oi,Telecommunications,http://www.oi.com.br,Oi Fibra. A internet oficial da casa do BBB24.,"Aqui na Oi, trabalhamos para criar novos futuros e levar a vida digital para todos. Estamos nos transformando para ajudar você a ter uma casa toda conectada, recursos para pequena ou grande empresa, ou a fazer compras e negócios. Por isso, concentramos os esforços em massificar a fibra ótica para entregar conectividade com alta velocidade e serviços e experiências digitais para os nossos clientes vão desde streaming, jogos em rede, serviços financeiros e voltados para a casa inteligente e marketplace de soluções.

Para evoluirmos enquanto sociedade, estamos comprometidos em adotar critérios ambientais, sociais e de governança com base na agenda ESG. Buscamos realizar ações que contribuam para o alcance dos objetivos de desenvolvimento sustentável previstos pelo Pacto Global, do qual somos signatários. Dentre nossas práticas ambientais, buscamos a eficiência energética e o consumo de energia 100% proveniente de fontes renováveis. E estamos no Nível 1 de Governança Corporativa da B3.

Temos um time plural: são vários sotaques, CEPs e jeitos de pensar. A diversidade faz parte da nossa essência, amplia o nosso olhar e nos torna capazes de encarar os desafios com a riqueza das múltiplas perspectivas. Somos certificados pelo WOB - Women on Board , iniciativa realizada com o apoio da ONU Mulheres Brasil que reconhece ambientes corporativos com mulheres em conselhos. 

O Oi Futuro, nosso instituto de inovação e criatividade, promove ações de Educação, Cultura, Inovação Social e Esporte, por meio de iniciativas colaborativas, estimulando conexões que potencializam o desenvolvimento pessoal e coletivo.

Na Oi, acreditamos que não é justo você se contentar apenas com o que é possível, quando pode sonhar com tudo aquilo que realmente muda a sua vida. Acreditamos no poder da interação e na capacidade de conectar e mover pessoas. Gostou? Então faça parte do nosso time! Acompanhe as nossas vagas e conheça todas as novidades do universo Oi.  Seja bem-vindo! #GenteéTudo #VemPraOi",,"rio de janeiro, rio de janeiro, brazil",brazil,5923,"realmente,criatividade,conectividade,buscamos,realizada"
1160,linkedin.com/company/gemalto,Thales Digital Identity and Security (ex Gemalto),IT Services and IT Consulting,https://www.thalesgroup.com/en/markets/digital-identity-and-security,"We are Thales, the global leader in Digital Identity & Security.","Thales Digital Identity & Security is a global leader in digital security, bringing trust to an increasingly connected world. We design and deliver a wide range of products, software and services based on two core technologies: digital identification and data protection. Our technology is at the heart of modern life, from payment to enterprise security and the internet of things. It enables our clients to deliver secure digital services for billions of individuals and things. We are part of the Thales group, a €19bn international organization with more than 80,000 employees in 68 countries worldwide.",2006.0,"amsterdam, noord-holland, netherlands",netherlands,5921,"thales,digital,security,identity,secure"
1161,linkedin.com/company/l&t-technology-services-limited,L&T Technology Services,IT Services and IT Consulting,http://www.Ltts.com,#EngineeringTheChange | Global ER&D Services | Great Place to Work-Certified™,"L&T Technology Services Limited (LTTS) is a global leader in Engineering and R&D (ER&D) services. With 1145 patents filed for 57 of the Global Top 100 ER&D spenders, LTTS lives and breathes engineering and technology. Our innovations speak for themselves – World’s 1st Autonomous Welding Robot, Solar ‘Connectivity’ Drone, and the Smartest Campus in the World, to name a few.

LTTS’ expertise in engineering design, product development, smart manufacturing, and digitalization touches every area of our lives - from the moment we wake up to when we go to bed. With 102 Innovation and R&D design centers globally, we specialize in disruptive technology spaces such as EACV, Med Tech, 5G, AI and Digital Products, Digital Manufacturing, and Sustainability.

LTTS is a publicly listed subsidiary of Larsen & Toubro Limited, the $21 billion Indian conglomerate operating in over 30 countries.",2009.0,"vadodara, gujarat, india",india,5920,"ltts,tech,technology,innovation,innovations"
1162,linkedin.com/company/mcmaster-university,McMaster University,Higher Education,http://www.mcmaster.ca/,Advancing human and societal health and well-being.,"McMaster University, one of four Canadian universities listed among the Top 100 universities in the world, is renowned for its innovation in both learning and discovery. It has a student population of 30,000, and more than 185,000 alumni in 137 countries.",1887.0,"hamilton, ontario, canada",canada,5918,"mcmaster,universities,university,alumni,student"
1163,linkedin.com/company/beachbody,The Beachbody Company,Wellness and Fitness Services,,,"Headquartered in Southern California, BODi is a leading digital fitness, nutrition, and mindset subscription company with over two decades of creating innovative content and nutritional supplements designed to support and enrich strong Health Esteem. The Beachbody Company, Inc. is the parent company of BODi. For more information, please visit TheBeachbodyCompany.com.

BODi is on a mission to build the Health Esteem Category! Having just launched a new brand (from Beachbody to BODi), a new platform, and a new app where fitness and nutrition is supported by positive mindset content, BODi breaks from the fitness and diet industry and ushers in the era of Health Esteem. Health Esteem specifically rejects the legacy fitness and diet industry playbook of pursuing a healthy lifestyle based on self-criticism – a playbook Beachbody used to abide by. But after observing the uptick in mental health challenges since the pandemic and seeing that 74% of Americans remain overweight or obese today, despite the efforts of the fitness industry, BODi had to make a change.",1998.0,"santa monica, california, united states",united states,5918,"beachbody,bodi,fitness,esteem,health"
1164,linkedin.com/company/lloyds-bank,Lloyds Bank,Banking,http://www.lloydsbank.com/,,"We are a bank that is dedicated to the needs of the people and businesses of Britain.
A bank that focusses on the things that really matter in life. 

To find out more about Lloyds Bank visit our website, or one of our other social media channels.",,"london, greater london, united kingdom",united kingdom,5910,"lloyds,bank,britain,businesses,visit"
1165,linkedin.com/company/swedbank,Swedbank,Financial Services,http://www.swedbank.com,,"Since 1820 Swedbank has been the bank for the many households and businesses. We are a modern financial services platform focused on customer satisfaction. Our goal is to encourage people to save for a better future and we aim to help people, businesses and society to grow by promoting a healthy and sustainable economy. 

As an equal opportunity employer we believe that diversity and equality help us to grow and achieve our goals. We encourage a culture built on trust, respect and our values - open, simple and caring. 

With 7.4 million private customers and more than 600,000 corporate and organisational customers we have a leading position in our home markets of Sweden, Estonia, Latvia and Lithuania. That position also enables us to offer our employees great opportunities to grow and develop.

Working here is about creating value for our customers, our colleagues and society. Inspiring and learning from one another is what moves us forward and by working together we make a difference.

Find our policy for social media here: www.swedbank.se/om-oss/policy-fb",1820.0,"sundbyberg, stockholm, sweden",sweden,5910,"swedbank,customers,bank,social,customer"
1166,linkedin.com/company/dillards,Dillard's Inc.,Retail,http://www.Dillards.com,,"Dillard's, Inc. ranks among the nation's largest fashion apparel and home furnishings retailers with annual revenues exceeding $6.1 billion. The Company focuses on delivering maximum fashion and value to its shoppers by offering compelling apparel and home selections complemented by exceptional customer care. Dillard's stores offer a broad selection of merchandise and feature products from both national and exclusive brand sources. The Company operates nearly 300 Dillard's locations spanning 29 states, all with one nameplate - Dillard's.",1938.0,"little rock, arkansas, united states",united states,5910,"dillard,retailers,apparel,shoppers,merchandise"
1167,linkedin.com/company/24-hour-fitness,24 Hour Fitness,Wellness and Fitness Services,http://careers.24hourfitness.com,Creating a Healthier and Happier World.,"Celebrating over 35 years as an industry leader, 24 Hour Fitness is committed to creating a healthier, happier world through fitness. We know our greatest responsibility is the physical and mental well-being of our members, team members and guests, and we are constantly innovating and reimagining our approach to support their journey and ultimate results. 24 Hour Fitness has over 275 clubs in 13 states, and offers a wide variety of strength, cardio and functional training equipment, group fitness classes, personal training, virtual training and digital offerings through our 24GO® app.",1983.0,"san ramon, california, united states",united states,5906,"fitness,24,cardio,24go,training"
1168,linkedin.com/company/oregon-state-university,Oregon State University,Higher Education,http://oregonstate.edu,There are answers everywhere. That’s why Oregon State University goes OUT THERE.,The official LinkedIn of Oregon State University. We are #BeaverNation.,1868.0,"corvallis, oregon, united states",united states,5899,"oregon,beavernation,university,state,linkedin"
1169,linkedin.com/company/baylor-college-of-medicine,Baylor College of Medicine,Higher Education,http://www.bcm.edu/,,"Baylor College of Medicine is a health sciences university that creates knowledge and applies science and discoveries to further education, healthcare and community service locally and globally. Located in the Texas Medical Center, Baylor College of Medicine has affiliations with eight teaching hospitals, each known for medical excellence. The college has total research support of over $400 million annually, and more than 90 research and patient-care centers and units. Currently, Baylor College of Medicine trains more than 3,000 medical, graduate, nurse anesthesia, physician assistant, orthotics and prosthetics and genetic counseling students, as well as residents and post-doctoral fellows.",,"houston, texas, united states",united states,5893,"baylor,university,college,physician,texas"
1170,linkedin.com/company/allstate-financial,"Allstate Financial Services, LLC",Financial Services,http://www.allstate.com,,"Allstate Financial Services, LLC is the proprietary registered Broker-Dealer of the Allstate Corporation. We help people realize their hopes and dreams through products and services designed to protect them from life’s uncertainties and to help them prepare for the future.  Our financial service products offered include Life, Annuities, Mutual Funds, Retirement and College Savings Programs. 

Securities offered by Personal Financial Representatives through Allstate Financial Services, LLC (LSA Securities in LA and PA).  Registered Broker-Dealer.  Member FINRA, SIPC.  Main Office: 2920 South 84th Street, Lincoln, NE 68506. (877) 525-5727.",,"lincoln, nebraska, united states",united states,5880,"allstate,broker,securities,llc,sipc"
1171,linkedin.com/company/bupa,Bupa,Hospitals and Health Care,https://www.bupa.com,"Our purpose is helping people live longer, healthier, happier lives and making a better world.","Bupa's purpose is helping people live longer, healthier, happier lives and making a better world.

We are an international healthcare company serving over 38 million customers worldwide. With no shareholders, we reinvest profits into providing more and better healthcare for the benefit of current and future customers.

We directly employ around 85,000 people, principally in the UK, Australia, Spain, Chile, Poland, New Zealand, Hong Kong SAR, Türkiye, Brazil, Mexico, the US, Middle East and Ireland. We also have associate businesses in Saudi Arabia and India.

For more information, visit www.bupa.com",1947.0,"london, greater london, united kingdom",united kingdom,5876,"bupa,healthcare,businesses,benefit,customers"
1172,linkedin.com/company/panasonic-usa,Panasonic North America,"Appliances, Electrical, and Electronics Manufacturing",http://bit.ly/2nrQeud,,"Panasonic is a leading technology partner to businesses and governments, at the forefront of everything from electric batteries to smart cities to high-tech stadium experiences. 

We provide a wide range of integrated solutions across many different industries, including automotive, avionics, energy and utilities, food services and hospitality, retail, government and public safety, logistics, manufacturing, and sports and entertainment. 

By anticipating the future, innovating continuously and integrating disruptive technologies, we’re able to produce breakthrough solutions for our clients. Our goal? To create technologies that move us toward a better life and a better world.",1918.0,"newark, new jersey, united states",united states,5871,"panasonic,technologies,technology,tech,avionics"
1173,linkedin.com/company/rbc-capital-markets,RBC Capital Markets,Investment Banking,http://www.rbccm.com,,"RBC Capital Markets is recognized by the most significant corporations, institutional investors, asset managers, private equity firms, and governments around the globe as an innovative, trusted partner with an in-depth expertise in capital markets, banking, and finance. We are well-established in the largest, most mature capital markets across North America, Europe, and the Asia-Pacific region, which collectively encompass more than 75% of global investment banking activity each year.
 
We are part of Royal Bank of Canada (RBC), a leading, diversified provider of financial services and one of the strongest banks globally. Founded in 1864, RBC is the 10th largest bank worldwide and the 5th in North America, as measured by market capitalization. RBC is among a small group of highly rated global banks and is recognized time and time again for its financial strength, market leadership and philanthropic work.


For information on our legal terms of use visit https://www.rbccm.com/en/policies-disclaimers.page 
http://www.rbc.com/legal/",1869.0,"toronto, ontario, canada",canada,5870,"rbc,banks,banking,bank,rbccm"
1174,linkedin.com/company/ucb-pharma,UCB,Pharmaceutical Manufacturing,http://www.ucb.com,Inspired by patients. Driven by science.,"UCB – Inspired by patients. Driven by science. At UCB, we put our heart, soul and skills into making a difference for people living with severe diseases. We look to transform patients’ lives by pushing the boundaries of what is possible. With us, our talents makes the most of who they are, unlocking innovation and setting new standards for patients.

Everything we do starts with a simple question: “How will this make a difference to the lives of people living with severe diseases?”
And to find the answers, we connect globally with patients and their families living with the physical and social burdens of severe disease. These connections give us new perspectives, drive our innovation, and offer a hope for a new generation of therapies that will help to transform lives.

UCB – The Facts 

With more than 8700 employees in approximately 40 countries, we are a global biopharmaceutical company headquartered in Brussels, Belgium which invests more than 25% of revenue in cutting-edge scientific research to meet unmet patient needs. 
A few other reasons that make UCB an amazing place to work: 
-  Promising pipeline that includes several novel molecules; 
-  2022 Key Financials: €5.5 billion global revenue 

Specialties: Neurology, Immunology",1928.0,"brussels, brussels hoofdstedelijk gewest, belgium",belgium,5868,"biopharmaceutical,ucb,therapies,patients,promising"
1175,linkedin.com/company/opentext,OpenText,Software Development,http://www.opentext.com,,"OpenText is a world leader in Information Management, helping companies securely capture, govern and exchange information on a global scale. OpenText solves digital business challenges for customers, ranging from small and mid-sized businesses to the largest and most complex organizations in the world. For more information about OpenText (NASDAQ/TSX: OTEX), visit www.opentext.com",1991.0,"waterloo, ontario, canada",canada,5866,"opentext,otex,tsx,business,nasdaq"
1176,linkedin.com/company/iron-mountain,Iron Mountain,IT Services and IT Consulting,http://www.ironmountain.com,"We protect, unlock, and extend the value of your information and assets throughout the entire lifecycle.","For over 70 years, Iron Mountain Incorporated (NYSE: IRM) has been your strategic partner to care for your information and assets. A global leader in storage and information management services and trusted by more than 225,000 organizations around the world, including 95% of the Fortune 1000, we protect, unlock, and extend the value of your work—whatever it is, wherever it is, however it’s stored. 

We create the framework necessary to bridge the gaps between paper, digital, media, and physical data and extract value along its lifecycle, helping to build your organizational resilience. And all this with a commitment to sustainability at our core.

Our relationship is a true partnership where you trust us not only to preserve institutional knowledge and enhance efficiency, security, and access but to make your work mean more. Because in that work is the power to not only accelerate your business, but elevate it.

Elevate the power of your work.",1951.0,"boston, massachusetts, united states",united states,5861,"organizational,organizations,partnership,sustainability,business"
1177,linkedin.com/company/state-of-minnesota,State of Minnesota,Government Administration,http://mn.gov/portal/,,"Minnesota State Government is the third largest employer in the state of Minnesota, employing over 50,000 diverse and talented employees in more than 100 state agencies, boards, commissions, colleges, and universities. Our workplaces can be found across the state in 86 out of 87 Minnesota counties and a small share of employees work in out-of-state locations.

When you bring your career to the State of Minnesota, the work you do affects the quality of life of millions of Minnesotans. From those who shape policy, to those who keep us safe, preserve our environment, or take care of our most vulnerable populations, we take our responsibilities to the public seriously.

Join us as we continue to serve our great state and build a better Minnesota.

To learn more about our career opportunities and comprehensive benefits, visit www.mn.gov/careers.

To learn more about our state agencies, boards, commissions, colleges, and universities, visit http://mn.gov/portal/government/state/agencies-boards-commissions.",1858.0,"saint paul, minnesota, united states",united states,5833,"mn,minnesota,minnesotans,careers,state"
1178,linkedin.com/company/peace-corps,Peace Corps,International Affairs,https://www.peacecorps.gov,The official LinkedIn account of the Peace Corps.,"As the preeminent international service organization of the United States, the Peace Corps sends Americans with a passion for service abroad to work with communities and create lasting change. Volunteers develop sustainable solutions to address challenges in Education, Health, Economic Development, Agriculture, Environment and Youth Development. Through their Peace Corps experiences, Volunteers gain a unique cultural understanding and a lifelong commitment to service that positions them to succeed in today's global economy. Since President John F. Kennedy established the Peace Corps in 1961, more than 240,000 Americans of all ages have served in 142 countries worldwide.",1961.0,"washington, district of columbia, united states",united states,5832,"volunteers,corps,peace,kennedy,president"
1179,linkedin.com/company/hilti,Hilti Group,Construction,http://www.hilti.group,,"""We passionately create enthusiastic customers and build a better future"".

Hilti stands for quality, innovation, and direct customer relationships. Some 32,000 employees around the world, in more than 120 countries, contribute to making work on construction sites simpler, faster, and safer while inspiring customers every single day. With products, system solutions, software, and services that provide clear added value. 

We are proud to have ranked #8 among the 2022 World’s Best Workplaces and #4 among the 2022 Best Workplaces in Europe by the Great Place to Work® Institute. These awards are a testament to our investment in our people and culture. 

Our commitment to innovation and customer excellence is matched only by our passion for growing and nurturing high-performing people.

Hilti is Where Your Best Belongs

For unique and diverse career opportunities, take a look at our worldwide vacancies at https://careers.hilti.group/en/jobs/.",1941.0,"haltom city, texas, united states",liechtenstein,5831,"hilti,excellence,institute,careers,workplaces"
1180,linkedin.com/company/first-american-title,First American Title,Real Estate,http://www.firstam.com/,,"First American Title Insurance Company provides comprehensive title insurance protection and professional settlement services for homebuyers and sellers, real estate agents and brokers, mortgage lenders, commercial property professionals, homebuilders and developers, title agencies and legal professionals to facilitate real estate purchases, construction, refinances or equity loans.

First American's thorough title searches, title clearance and title insurance policies help to produce clear property titles and enable the efficient transfer of real estate.

As one of the largest title insurance companies in the nation, First American offers title insurance and settlement services through its direct operations and an extensive network of agents throughout the United States and internationally.

First American Title Insurance Company traces its history to 1889 and is the largest subsidiary of First American Financial Corporation (NYSE: FAF).",1889.0,"santa ana, california, united states",united states,5827,"insurance,nyse,brokers,lenders,agencies"
1181,linkedin.com/company/frieslandcampina,FrieslandCampina,Food and Beverage Manufacturing,https://www.careers.frieslandcampina.com/,,"Royal FrieslandCampina N.V. is fully owned by Zuivelcoöperatie FrieslandCampina U.A., with 15,703 dairy farmers in the Netherlands, Belgium and Germany as members. Through the cooperative, these member dairy farmers own the company. Together with member dairy farmers, FrieslandCampina manages the entire production chain: from grass to glass. 

FrieslandCampina provides consumers with dairy products, such as milk, yoghurt, condensed milk, dairy-based beverages, cheese, butter, quark and cream. The dairy company supplies specific nutrition geared to meet the needs of specific consumer  groups, such as children, the elderly and sportspeople. Professional customers, such as bakers, pastry chefs, chocolate confectioners, chefs and caterers can also rely on our broad product range, including creams, butter, desserts and fillings. 

In addition, the company supplies high-quality ingredients to international food
producers and pharmaceutical companies. In 2021, 10,564 member dairy farms in the Netherlands, Germany and Belgium supplied almost 10 billion kilos of milk for processing into dairy products and ingredients. FrieslandCampina has branches in 32 countries and exports to more than 100 countries worldwide. In 2021, FrieslandCampina employed an average of 22,961 employees (FTEs).

Our company has an inclusive culture that reflects our heritage. That means people here are open, friendly, straight-forward and pragmatic. Our team players are always seeking collaborations built on trust and respect, and that spirit fuels the power of ‘We’. Our culture is about embracing the power of differences in order to grow together. It is the diversity of our people, their individual enthusiasm and collective commitment to shaping the future of dairy that makes FrieslandCampina such a special place to work. We believe that when you stay true to your nature, you will get the most out of your natural potential. If that is in your nature too. Bring your spark. Join us. Grow with us.",1871.0,"amersfoort, utrecht, netherlands",netherlands,5826,"dairy,frieslandcampina,netherlands,milk,farms"
1182,linkedin.com/company/montefiore-health-system,Montefiore Health System,Hospitals and Health Care,http://www.montefiore.org,,"Montefiore is one of New York’s premier academic health systems, renowned for its leading medical school, groundbreaking research and technology, and highly specialized, coordinated care for diverse populations in the New York region, across the country and globally. 

Visit Montefiore.org to learn more.",,"bronx, new york, united states",united states,5821,"montefiore,health,medical,york,school"
1183,linkedin.com/company/allscripts,Allscripts,Software Development,http://www.veradigm.com,"Allscripts Healthcare Solutions, Inc. has changed its name to Veradigm Inc. To see what’s new, visit Veradigm.com",Allscripts is now Veradigm. Continue following us at www.linkedin.com/company/veradigm/,1986.0,"chicago, illinois, united states",united states,5818,"allscripts,linkedin,veradigm,com,www"
1184,linkedin.com/company/coldwell-banker-real-estate,Coldwell Banker Real Estate,Real Estate,http://www.floridamoves.com/karen.mackinnon,,"Welcome to Coldwell Banker®. The brand was founded in 1906 on a commitment to professionalism and customer service that remains the core of our business philosophy today. We are the nation's oldest real estate organization and our experience has helped make the dream of homeownership a reality for millions of families. 

Coldwell Banker® Sales Associates are the reason clients continue to work with Coldwell Banker, transaction after transaction. Their knowledge and experience can guide you through the real estate process from log in to move in and help you with all of the details before, during and after the sale.",1906.0,"parsippany, new jersey, united states",united states,5817,"coldwell,banker,homeownership,founded,brand"
